,Exporter,Importer,Exporter_region,Import_region,Weight
373,Cote d'Ivoire,Portugal,Sub-Saharan Africa,Europe,49402.75653
374,Lao PDR,Poland,Eastern and South-Eastern Asia (excl. China),Europe,49177.92716
375,Rwanda,Belgium,Sub-Saharan Africa,Europe,49129.044025865
376,France,United States,Europe,Northern America,49051.837790104
377,Slovakia,Czech Republic,Europe,Europe,49051.521884605
378,Nicaragua,France,Latin America and the Caribbean,Europe,48605.99051346
379,Sweden,Norway,Europe,Europe,48563.65936356
380,Kenya,Switzerland,Sub-Saharan Africa,Europe,48397.8395588
381,Guinea,France,Sub-Saharan Africa,Europe,48377.975965
382,Nicaragua,United Kingdom,Latin America and the Caribbean,Europe,47733.115595999996
383,Guatemala,"Korea, Republic",Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),47619.450124019
384,Madagascar,France,Sub-Saharan Africa,Europe,47380.8019695374
385,"Congo, Republic",Italy,Sub-Saharan Africa,Europe,47376.309
386,Kenya,United Kingdom,Sub-Saharan Africa,Europe,47202.3661882
387,Togo,Morocco,Sub-Saharan Africa,Northern Africa and Western Asia,47093.46257
388,Honduras,Austria,Latin America and the Caribbean,Europe,46954.87229
389,Brazil,Saudi Arabia,Latin America and the Caribbean,Northern Africa and Western Asia,46784.1909895
390,Lao PDR,Japan,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),46730.96567618
391,Austria,Czech Republic,Europe,Europe,46669.973742332004
392,Austria,Hungary,Europe,Europe,45834.7037133457
393,Honduras,Mexico,Latin America and the Caribbean,Latin America and the Caribbean,45585.729790000005
394,India,Netherlands,Central and Southern Asia,Europe,45565.448417228996
395,Italy,Portugal,Europe,Europe,45543.71887727
396,United Kingdom,France,Europe,Europe,45524.782320505
397,Italy,Croatia,Europe,Europe,45481.14754558
398,Kenya,Netherlands,Sub-Saharan Africa,Europe,45452.3956188624
399,India,United Arab Emirates,Central and Southern Asia,Northern Africa and Western Asia,45378.9938571
400,Slovakia,Austria,Europe,Europe,44963.6833267998
401,Vietnam,Slovenia,Eastern and South-Eastern Asia (excl. China),Europe,44423.47395975
402,Greece,Bulgaria,Europe,Europe,44383.47905952
403,France,United Kingdom,Europe,Europe,43951.3241003344
404,Czech Republic,Germany,Europe,Europe,43908.652900267
405,Ethiopia,Australia,Sub-Saharan Africa,Australia and New Zealand,43902.586331
406,Denmark,Sweden,Europe,Europe,43380.780937885
407,Brazil,Romania,Latin America and the Caribbean,Europe,43280.2255992
408,Peru,Switzerland,Latin America and the Caribbean,Europe,43221.098748793556
409,Brazil,Israel,Latin America and the Caribbean,Northern Africa and Western Asia,43219.612678
410,Germany,Bulgaria,Europe,Europe,43131.10759434
411,India,Algeria,Central and Southern Asia,Northern Africa and Western Asia,42904.34854
412,India,Bosnia Herzegovina,Central and Southern Asia,Europe,42536.760259999995
413,Brazil,Egypt,Latin America and the Caribbean,Northern Africa and Western Asia,42536.1455696
414,Venezuela,United States,Latin America and the Caribbean,Northern America,42280.4225663
415,China,Vietnam,China,Eastern and South-Eastern Asia (excl. China),42191.8569
416,Vietnam,Cuba,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,42021.8326
417,Brazil,China,Latin America and the Caribbean,China,41994.3873096
418,Switzerland,Italy,Europe,Europe,41647.19492762
419,Honduras,Portugal,Latin America and the Caribbean,Europe,41598.51651
420,Russian Federation,Ukraine,Europe,Europe,41513.97840718
421,Indonesia,Vietnam,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),41372.91566951
422,El Salvador,United Kingdom,Latin America and the Caribbean,Europe,41210.910038710004
423,Finland,Russian Federation,Europe,Europe,41090.57831082
424,Brazil,Indonesia,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),41071.039448
425,India,Japan,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),41058.290895699996
426,Honduras,Australia,Latin America and the Caribbean,Australia and New Zealand,40821.69499
427,China,Japan,China,Eastern and South-Eastern Asia (excl. China),40408.50495617
428,Colombia,Malaysia,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),40357.9891354
429,Germany,Canada,Europe,Northern America,40227.12923664
430,Lao PDR,Germany,Eastern and South-Eastern Asia (excl. China),Europe,40060.708710862
431,Togo,France,Sub-Saharan Africa,Europe,39997.3842022
432,Mexico,Netherlands,Latin America and the Caribbean,Europe,39641.423635
433,Poland,Lithuania,Europe,Europe,39561.7969185343
434,El Salvador,Italy,Latin America and the Caribbean,Europe,39471.37906
435,Germany,Portugal,Europe,Europe,39209.820046
436,Honduras,Russian Federation,Latin America and the Caribbean,Europe,39072.81356
437,China,Belgium,China,Europe,38998.060198341
438,Tanzania,Uganda,Sub-Saharan Africa,Sub-Saharan Africa,38430.2038205
439,Nicaragua,Sweden,Latin America and the Caribbean,Europe,38399.757707
440,India,Israel,Central and Southern Asia,Northern Africa and Western Asia,38237.7841078
441,Brazil,Ecuador,Latin America and the Caribbean,Latin America and the Caribbean,38138.984839239
442,Singapore,Malaysia,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),37841.1754662
443,Guatemala,United Kingdom,Latin America and the Caribbean,Europe,37773.79034497
444,Vietnam,Chile,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,37595.00986613
445,Vietnam,Hungary,Eastern and South-Eastern Asia (excl. China),Europe,37467.4679297
446,Poland,Netherlands,Europe,Europe,37362.86363167
447,Peru,Spain,Latin America and the Caribbean,Europe,37224.3877304
448,Switzerland,Austria,Europe,Europe,37027.928357779
449,Guatemala,Sweden,Latin America and the Caribbean,Europe,36476.731335
450,Cameroon,Spain,Sub-Saharan Africa,Europe,36239.54875
451,Brazil,Bulgaria,Latin America and the Caribbean,Europe,36148.341010000004
452,Dominican Republic,United States,Latin America and the Caribbean,Northern America,36103.3345932
453,Burundi,Belgium,Sub-Saharan Africa,Europe,35995.84499
454,Costa Rica,France,Latin America and the Caribbean,Europe,35992.98330259
455,Mexico,United Kingdom,Latin America and the Caribbean,Europe,35868.14382
456,Italy,Ukraine,Europe,Europe,35636.3670486
457,Brazil,South Africa,Latin America and the Caribbean,Sub-Saharan Africa,35526.86777604
458,Peru,Poland,Latin America and the Caribbean,Europe,35471.8690156
459,Honduras,Costa Rica,Latin America and the Caribbean,Latin America and the Caribbean,35226.17162067
460,Thailand,Poland,Eastern and South-Eastern Asia (excl. China),Europe,35188.17344
461,Vietnam,Ukraine,Eastern and South-Eastern Asia (excl. China),Europe,34970.55804767
462,Togo,Belgium,Sub-Saharan Africa,Europe,34952.9213302
463,Vietnam,Sweden,Eastern and South-Eastern Asia (excl. China),Europe,34789.613269106
464,Belgium,Luxembourg,Europe,Europe,34761.8437745
465,Vietnam,New Zealand,Eastern and South-Eastern Asia (excl. China),Australia and New Zealand,34738.44959391
466,Rwanda,United Kingdom,Sub-Saharan Africa,Europe,34463.2551998
467,Vietnam,Denmark,Eastern and South-Eastern Asia (excl. China),Europe,34437.80441188
468,Belgium,Spain,Europe,Europe,34297.689819546
469,Guatemala,Spain,Latin America and the Caribbean,Europe,34210.30040245
470,Italy,Slovenia,Europe,Europe,34163.801226359996
471,Timor-Leste,Germany,Eastern and South-Eastern Asia (excl. China),Europe,34115.0957
472,Indonesia,Netherlands,Eastern and South-Eastern Asia (excl. China),Europe,34105.185283113
473,Indonesia,Portugal,Eastern and South-Eastern Asia (excl. China),Europe,33675.0674
474,United States,Singapore,Northern America,Eastern and South-Eastern Asia (excl. China),33625.7367872
475,Vietnam,Syria,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,33474.64046
476,Brazil,Cyprus,Latin America and the Caribbean,Northern Africa and Western Asia,33394.0075681
477,India,"Korea, Republic",Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),33363.906149685004
478,Switzerland,Netherlands,Europe,Europe,33207.319093273
479,Slovenia,Croatia,Europe,Europe,32625.841791071998
480,Uganda,Algeria,Sub-Saharan Africa,Northern Africa and Western Asia,32233.40952
481,Ethiopia,Canada,Sub-Saharan Africa,Northern America,32135.772331305
482,Mexico,Italy,Latin America and the Caribbean,Europe,32126.37193564
483,Ethiopia,Russian Federation,Sub-Saharan Africa,Europe,31926.96037946
484,Uganda,Russian Federation,Sub-Saharan Africa,Europe,31718.650999999998
485,China,France,China,Europe,31629.768263936003
486,Poland,Romania,Europe,Europe,31567.0954998
487,Spain,Mexico,Europe,Latin America and the Caribbean,31562.80137446
488,Indonesia,Greece,Eastern and South-Eastern Asia (excl. China),Europe,31555.51214613
489,Cote d'Ivoire,Poland,Sub-Saharan Africa,Europe,31553.648597000003
490,Colombia,Poland,Latin America and the Caribbean,Europe,31510.399071710002
491,Costa Rica,Australia,Latin America and the Caribbean,Australia and New Zealand,31492.9848402
492,Switzerland,Sweden,Europe,Europe,31456.035652117
493,South Africa,Namibia,Sub-Saharan Africa,Sub-Saharan Africa,31394.705725
494,Vietnam,Dominican Republic,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,31313.536
495,Italy,Czech Republic,Europe,Europe,31268.242427675
496,China,Saudi Arabia,China,Northern Africa and Western Asia,31255.4776286
497,Russian Federation,Belarus,Europe,Europe,31212.68979532
498,Guinea,Algeria,Sub-Saharan Africa,Northern Africa and Western Asia,31192.5059
499,India,Egypt,Central and Southern Asia,Northern Africa and Western Asia,31144.080264
500,Austria,Italy,Europe,Europe,31083.0848995965
501,Peru,Denmark,Latin America and the Caribbean,Europe,31006.023699999998
502,Latvia,Lithuania,Europe,Europe,30964.845206971
503,Uganda,Tunisia,Sub-Saharan Africa,Northern Africa and Western Asia,30914.88286
504,Armenia,Georgia,Northern Africa and Western Asia,Northern Africa and Western Asia,30883.643854
505,Costa Rica,United Kingdom,Latin America and the Caribbean,Europe,30721.98009675
506,India,Syria,Central and Southern Asia,Northern Africa and Western Asia,30717.75168
507,Cote d'Ivoire,Germany,Sub-Saharan Africa,Europe,30711.45068124
508,India,United Kingdom,Central and Southern Asia,Europe,30687.71652608
509,United Kingdom,Germany,Europe,Europe,30677.66121945
510,Uganda,Romania,Sub-Saharan Africa,Europe,30555.34031
511,Nicaragua,Switzerland,Latin America and the Caribbean,Europe,30374.31252086
512,Switzerland,Spain,Europe,Europe,30337.52330777
513,Netherlands,Denmark,Europe,Europe,30129.340517098
514,Togo,Germany,Sub-Saharan Africa,Europe,30122.613882
515,Rwanda,Kenya,Sub-Saharan Africa,Sub-Saharan Africa,30079.8740312
516,Italy,Albania,Europe,Europe,30013.40733852
517,Uganda,Serbia,Sub-Saharan Africa,Europe,29991.8454
518,Cameroon,United States,Sub-Saharan Africa,Northern America,29980.644952
519,Cote d'Ivoire,Morocco,Sub-Saharan Africa,Northern Africa and Western Asia,29913.648225999998
520,India,Austria,Central and Southern Asia,Europe,29892.72640147
521,Indonesia,Austria,Eastern and South-Eastern Asia (excl. China),Europe,29836.35017234
522,Lithuania,Latvia,Europe,Europe,29735.923484441
523,Rwanda,Uganda,Sub-Saharan Africa,Sub-Saharan Africa,29721.185435
524,Brazil,Albania,Latin America and the Caribbean,Europe,29677.97779
525,India,Serbia,Central and Southern Asia,Europe,29671.759729999998
526,Austria,Slovakia,Europe,Europe,29634.045616637
527,Togo,Italy,Sub-Saharan Africa,Europe,29550.27407
528,Germany,Latvia,Europe,Europe,29301.84703425
529,Vietnam,Croatia,Eastern and South-Eastern Asia (excl. China),Europe,28869.33816
530,Switzerland,Australia,Europe,Australia and New Zealand,28645.23235908
531,Vietnam,Armenia,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,28606.648193
532,Brazil,New Zealand,Latin America and the Caribbean,Australia and New Zealand,28248.717417493
533,Uganda,Sweden,Sub-Saharan Africa,Europe,27960.1201146
534,Belgium,Poland,Europe,Europe,27714.6077895067
535,Uganda,Hungary,Sub-Saharan Africa,Europe,27442.30352
536,Sweden,Finland,Europe,Europe,27362.35174317
537,Honduras,Denmark,Latin America and the Caribbean,Europe,27238.29106
538,Lebanon,Armenia,Northern Africa and Western Asia,Northern Africa and Western Asia,27215.5282665
539,Kenya,Canada,Sub-Saharan Africa,Northern America,27138.988239706
540,Peru,Austria,Latin America and the Caribbean,Europe,27083.31986
541,Costa Rica,"Korea, Republic",Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),26705.9397164063
542,India,Canada,Central and Southern Asia,Northern America,26697.557446090002
543,United Kingdom,Spain,Europe,Europe,26610.01925788
544,Belgium,United States,Europe,Northern America,26225.6739226
545,Brazil,Hungary,Latin America and the Caribbean,Europe,26213.78691014
546,Indonesia,Iran,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,26179.38222
547,Costa Rica,Spain,Latin America and the Caribbean,Europe,26050.5397047
548,Germany,Finland,Europe,Europe,25986.142817785
549,Burundi,Sweden,Sub-Saharan Africa,Europe,25817.512645
550,Colombia,Romania,Latin America and the Caribbean,Europe,25735.71070359
551,Australia,New Zealand,Australia and New Zealand,Australia and New Zealand,25605.6564039
552,Netherlands,Luxembourg,Europe,Europe,25475.678183200198
553,Mexico,Cuba,Latin America and the Caribbean,Latin America and the Caribbean,25320.735881700002
554,Costa Rica,Portugal,Latin America and the Caribbean,Europe,25212.45815
555,United Arab Emirates,Iran,Northern Africa and Western Asia,Central and Southern Asia,25206.8609365
556,Kenya,Norway,Sub-Saharan Africa,Europe,25169.667151
557,Belgium,Sweden,Europe,Europe,25119.001715219998
558,Indonesia,Czech Republic,Eastern and South-Eastern Asia (excl. China),Europe,25085.8875626
559,Colombia,Mexico,Latin America and the Caribbean,Latin America and the Caribbean,25056.8371654
560,Tanzania,Netherlands,Sub-Saharan Africa,Europe,24923.249760489998
561,Honduras,Venezuela,Latin America and the Caribbean,Latin America and the Caribbean,24918.3302
562,Colombia,China,Latin America and the Caribbean,China,24859.854941909998
563,Thailand,Germany,Eastern and South-Eastern Asia (excl. China),Europe,24737.01851409
564,Kenya,France,Sub-Saharan Africa,Europe,24717.1646715
565,Uganda,Denmark,Sub-Saharan Africa,Europe,24643.11128
566,Burundi,United States,Sub-Saharan Africa,Northern America,24554.49872
567,Indonesia,"China, Hong Kong SAR",Eastern and South-Eastern Asia (excl. China),China,24490.260931417
568,Switzerland,Belgium,Europe,Europe,24478.490177876
569,Peru,Finland,Latin America and the Caribbean,Europe,24372.30174963
570,Costa Rica,Finland,Latin America and the Caribbean,Europe,24331.8506798749
571,Kenya,India,Sub-Saharan Africa,Central and Southern Asia,24267.510494
572,China,Malaysia,China,Eastern and South-Eastern Asia (excl. China),24242.247546
573,Brazil,Uruguay,Latin America and the Caribbean,Latin America and the Caribbean,24120.9861792
574,South Africa,Botswana,Sub-Saharan Africa,Sub-Saharan Africa,23996.022549
575,Vietnam,Georgia,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,23956.872479999998
576,India,Poland,Central and Southern Asia,Europe,23953.947291
577,Cote d'Ivoire,Egypt,Sub-Saharan Africa,Northern Africa and Western Asia,23686.211373000002
578,Tanzania,Finland,Sub-Saharan Africa,Europe,23673.606828665
579,United States,China,Northern America,China,23645.341441
580,Netherlands,Poland,Europe,Europe,23607.254457222
